"State","Agency_type","Agency_name","Race","Religion","Sexual_orientation","Ethnicity","Disability","Gender","Gender_Identity","column_1st_quarter","column_2nd_quarter","column_3rd_quarter","column_4th_quarter","Population"
"Kansas","Cities","Louisburg","0","0","1","0","0","0","0","1","0","0","0","4268"
"Kansas","Cities","McPherson","1","0","1","0","1","0","0","0","1","2","0","13245"
"Kansas","Cities","Mulvane","1","0","0","0","0","0","0","0","0","1","0","6307"
"Kansas","Cities","Parsons","2","0","0","0","0","0","0","0","2","0","0","10278"
"Kansas","Cities","Pittsburg","1","0","0","0","0","0","0","0","1","0","0","20395"
"Kansas","Cities","Pratt","1","0","0","0","0","0","0","0","0","0","1","6900"
"Kansas","Cities","Protection","0","0","1","0","0","0","0","0","0","1","0","521"
"Kansas","Cities","Wichita","10","0","3","1","0","0","0","4","4","4","2","386486"
"Kansas","Metropolitan Counties","Douglas","0","0","1","1","0","0","0","0","2","0","0","0"
"Kansas","Metropolitan Counties","Leavenworth","0","0","0","0","1","0","0","0","0","1","0","0"
"Kansas","Metropolitan Counties","Riley County Police Department","0","0","1","0","0","0","0","0","0","1","0","0"
"Kansas","Metropolitan Counties","Shawnee","1","0","0","0","0","0","0","0","0","1","0","0"
"Kansas","Metropolitan Counties","Wyandotte","0","0","0","1","0","0","0","1","0","0","0","0"
"Kansas","Nonmetropolitan Counties","Ellis","0","0","1","0","0","0","0","0","1","0","0","0"
"Kansas","Nonmetropolitan Counties","Greenwood","1","0","0","0","0","0","0","0","1","0","0","0"
"Kansas","Nonmetropolitan Counties","Marshall","0","1","0","0","0","0","0","1","0","0","0","0"
"Kentucky","Cities","Ashland","3","0","0","0","0","0","0","1","0","2","0","21432"
"Kentucky","Cities","Bellevue","0","0","1","0","0","0","0","1","0","0","0","5918"
"Kentucky","Cities","Berea","0","1","1","0","0","0","0","0","1","0","1","14331"
"Kentucky","Cities","Bowling Green","4","0","2","2","0","0","0","1","2","4","1","61130"
"Kentucky","Cities","Burkesville","1","0","0","0","0","0","0","0","0","1","0","1526"
"Kentucky","Cities","Cadiz","0","0","2","0","0","0","0","0","1","1","0","2624"
"Kentucky","Cities","Carlisle","1","0","0","0","0","0","0","0","1","0","0","1956"
"Kentucky","Cities","Carrollton","1","0","0","0","0","0","0","0","0","0","1","3966"
"Kentucky","Cities","Corbin","2","0","0","0","0","0","0","0","0","1","1","7257"
"Kentucky","Cities","Covington","3","0","3","3","0","0","0","1","4","2","2","40766"
"Kentucky","Cities","Cynthiana","1","0","0","0","0","0","0","0","1","0","0","6305"
"Kentucky","Cities","Danville","0","0","1","0","0","0","0","0","1","0","0","16388"
"Kentucky","Cities","Elizabethtown","2","0","0","0","0","0","0","0","0","0","2","29470"
"Kentucky","Cities","Elkton","1","0","0","0","0","0","0","0","1","0","0","2211"
"Kentucky","Cities","Elsmere","1","0","0","0","0","0","0","1","0","0","0","8478"
"Kentucky","Cities","Flatwoods","1","0","0","0","0","0","0","0","0","1","0","7412"
"Kentucky","Cities","Florence","1","0","0","0","2","0","0","1","1","1","0","31434"
"Kentucky","Cities","Frankfort","1","0","1","1","0","0","0","1","1","0","1","27680"
"Kentucky","Cities","Georgetown","2","0","0","0","0","0","0","0","0","2","0","30611"
"Kentucky","Cities","Harrodsburg","1","0","0","0","0","0","0","0","0","1","0","8301"
"Kentucky","Cities","Hazard","1","0","0","0","0","0","0","0","0","1","0","5455"
"Kentucky","Cities","Henderson","2","0","0","0","0","0","0","0","0","0","2","28952"
"Kentucky","Cities","Hillview","0","0","1","0","0","0","0","0","0","1","0","9465"
"Kentucky","Cities","Hopkinsville","1","0","1","0","0","0","0","0","0","1","1","33253"
"Kentucky","Cities","Leitchfield","1","0","0","0","0","0","0","0","1","0","0","6814"
"Kentucky","Cities","Lexington","16","1","5","4","1","0","0","5","10","10","2","308712"
"Kentucky","Cities","Louisville Metro","7","0","4","0","0","0","0","2","4","3","2","671120"
"Kentucky","Cities","Ludlow","1","0","0","0","1","0","0","0","2","0","0","4536"
"Kentucky","Cities","Madisonville","1","0","0","0","0","0","0","1","0","0","0","19761"
"Kentucky","Cities","Morehead","1","0","0","0","0","0","0","0","0","1","0","6864"
"Kentucky","Cities","Mount Washington","1","0","0","0","0","0","0","0","0","0","1","9377"
"Kentucky","Cities","Murray","1","0","1","0","0","0","0","0","1","1","0","18048"
"Kentucky","Cities","Newport","5","0","0","0","0","0","0","0","1","1","3","15425"
"Kentucky","Cities","Oak Grove","1","0","0","0","0","0","0","0","0","1","0","7638"
"Kentucky","Cities","Owensboro","2","0","1","1","0","0","0","1","2","1","0","58304"
"Kentucky","Cities","Paducah","1","0","0","0","0","0","0","0","0","0","1","25064"
"Kentucky","Cities","Paris","1","0","0","0","0","0","0","0","0","0","1","9752"
"Kentucky","Cities","Radcliff","2","0","0","0","0","0","0","0","1","0","1","23177"
"Kentucky","Cities","Ravenna","1","0","0","0","0","0","0","0","1","0","0","595"
"Kentucky","Cities","Richmond","1","1","1","0","0","0","0","1","1","0","1","32333"
"Kentucky","Cities","Russellville","1","0","1","0","0","0","0","0","1","1","0","6949"
"Kentucky","Cities","Shelbyville","4","0","0","0","0","0","0","0","1","2","1","14743"
"Kentucky","Cities","Shepherdsville","0","1","0","0","0","0","0","0","0","1","0","11534"
"Kentucky","Cities","Shively","0","0","0","1","0","0","0","1","0","0","0","15511"
"Kentucky","Cities","St. Matthews","2","0","0","0","0","0","0","0","1","0","1","17768"
"Kentucky","Cities","Vine Grove","1","0","0","0","0","0","0","1","0","0","0","5298"
"Kentucky","Cities","Williamsburg","1","0","0","0","0","0","0","1","0","0","0","5258"
"Kentucky","Cities","Winchester","5","0","0","0","0","0","0","1","2","1","1","18478"
"Kentucky","Universities and Colleges","Morehead State University","1","0","0","0","0","0","0","0","0","1","0","11169"
"Kentucky","Universities and Colleges","University of Louisville","0","0","1","0","0","0","0","0","0","1","0","21239"
"Kentucky","Metropolitan Counties","Boone","3","0","0","1","0","0","0","1","2","0","1","0"
"Kentucky","Metropolitan Counties","Bullitt","3","0","1","0","0","0","0","0","2","1","1","0"
"Kentucky","Metropolitan Counties","Christian","1","0","0","0","1","0","0","0","1","1","0","0"
"Kentucky","Metropolitan Counties","Daviess","0","0","1","0","0","0","0","0","0","1","0","0"
"Kentucky","Metropolitan Counties","Hardin","1","0","0","0","0","0","0","0","1","0","0","0"
"Kentucky","Metropolitan Counties","Meade","1","0","0","0","1","0","0","2","0","0","0","0"
"Kentucky","Metropolitan Counties","Shelby","1","0","0","0","0","0","0","0","1","0","0","0"
"Kentucky","Metropolitan Counties","Trigg","1","0","0","0","0","0","0","0","0","0","1","0"
"Kentucky","Nonmetropolitan Counties","Calloway","1","0","0","0","0","0","0","0","0","1","0","0"
"Kentucky","Nonmetropolitan Counties","Clay","0","1","0","0","0","0","0","0","0","1","0","0"
"Kentucky","Nonmetropolitan Counties","Hopkins","1","0","0","0","0","0","0","0","0","1","0","0"
"Kentucky","Nonmetropolitan Counties","Knott","0","0","0","1","0","0","0","0","1","0","0","0"
"Kentucky","Nonmetropolitan Counties","Knox","1","0","0","0","0","0","0","0","0","0","1","0"
"Kentucky","Nonmetropolitan Counties","Lyon","1","0","0","0","0","0","0","0","1","0","0","0"
"Kentucky","Nonmetropolitan Counties","Marshall","1","0","0","0","0","0","0","0","1","0","0","0"
"Kentucky","Nonmetropolitan Counties","Nelson","1","0","0","0","0","0","0","0","0","1","0","0"
"Kentucky","Nonmetropolitan Counties","Ohio","1","0","0","0","1","0","0","1","1","0","0","0"
"Kentucky","Nonmetropolitan Counties","Perry","1","0","0","0","0","0","0","1","0","0","0","0"
"Kentucky","State Police Agencies","State Police: Campbellsburg","1","0","0","0","0","0","0","0","1","0","0","0"
"Kentucky","State Police Agencies","State Police: Dry Ridge","0","0","1","0","0","0","0","1","0","0","0","0"
"Kentucky","State Police Agencies","State Police: Frankfort","0","0","1","0","0","0","0","0","0","1","0","0"
"Kentucky","State Police Agencies","State Police: Henderson","1","0","0","0","0","0","0","0","0","0","1","0"
"Kentucky","State Police Agencies","State Police: Madisonville","1","0","0","0","0","0","0","0","0","1","0","0"
"Kentucky","State Police Agencies","State Police: Morehead","1","0","0","0","0","0","0","0","0","1","0","0"
"Kentucky","State Police Agencies","State Police: Pikeville","1","0","0","0","0","0","0","1","0","0","0","0"
"Kentucky","State Police Agencies","State Police: Richmond","1","0","0","0","0","0","0","0","0","1","0","0"
"Kentucky","Other Agencies","Montgomery County School District","0","0","0","1","0","0","0","0","0","0","1","0"
"Louisiana","Cities","New Orleans","1","1","5","1","0","0","0","2","3","3","0","377022"
"Louisiana","Universities and Colleges","University of New Orleans","1","0","0","0","0","0","0","1","0","0","0","10071"
"Louisiana","Metropolitan Counties","Ascension","3","1","0","0","0","0","0","0","3","1","0","0"
"Louisiana","Metropolitan Counties","Calcasieu","0","4","3","0","0","0","0","4","1","1","1","0"
"Louisiana","Metropolitan Counties","Iberia","1","0","0","0","0","0","0","0","0","1","0","0"
"Louisiana","Metropolitan Counties","Jefferson","1","0","0","0","0","0","0","0","0","1","0","0"
"Maine","Cities","Auburn","2","0","0","0","0","0","0","0","0","2","0","22948"
"Maine","Cities","Belfast","0","0","1","0","0","0","0","1","0","0","0","6654"
"Maine","Cities","Cape Elizabeth","1","0","0","0","0","0","0","0","1","0","0","9104"
"Maine","Cities","Ellsworth","1","0","0","0","0","0","0","0","1","0","0","7853"
"Maine","Cities","Lewiston","0","0","1","0","0","0","0","0","0","0","1","36422"
"Maine","Cities","Machias3","0","0","1","0","0","0","0","0","0","0","1","2173"
"Maine","Cities","Mexico","1","0","0","0","0","0","0","1","0","0","0","2633"
"Maine","Cities","Old Orchard Beach","1","0","0","0","0","0","0","0","1","0","0","8681"
"Maine","Cities","Portland","1","1","0","0","0","0","0","0","1","1","0","66256"
"Maine","Cities","Scarborough","0","0","1","0","0","0","0","0","1","0","0","19252"
"Maine","Cities","Searsport","0","0","1","0","0","0","0","1","0","0","0","2618"
"Maine","Cities","Skowhegan","1","0","2","0","0","0","0","1","0","1","1","8537"
"Maine","Cities","South Portland","1","2","2","0","0","0","0","1","2","2","0","25126"
"Maine","Cities","Wiscasset","1","0","0","0","0","0","0","1","0","0","0","3673"
"Maine","Metropolitan Counties","Sagadahoc","0","0","1","0","0","0","0","0","1","0","0","0"
"Maine","Nonmetropolitan Counties","Waldo","1","0","0","0","0","0","0","0","1","0","0","0"
"Maine","State Police Agencies","""State Police, Somerset County""","1","0","0","0","0","0","0","0","0","0","1","0"
"Maryland","Cities","Aberdeen","0","1","0","0","0","0","0","0","0","1","0","15039"
"Maryland","Cities","Annapolis","0","1","0","0","0","0","0","1","0","0","0","38649"
"Maryland","Cities","Baltimore","0","1","0","1","0","0","0","1","0","0","1","622671"
"Maryland","Cities","Bel Air","1","0","0","0","0","0","0","1","0","0","0","10314"
"Maryland","Cities","Frederick","2","0","0","0","0","0","0","0","0","1","1","66709"
"Maryland","Cities","Greenbelt","0","0","1","0","0","0","0","0","1","0","0","23680"
"Maryland","Universities and Colleges","St. Mary's College","1","0","1","0","0","0","0","0","2","0","0","1933"
"Maryland","Universities and Colleges","Towson University","1","0","0","0","0","0","0","0","1","0","0","21960"
"Maryland","Metropolitan Counties","Baltimore County Police Department","3","2","0","0","0","0","0","1","0","2","2","0"
"Maryland","Metropolitan Counties","Carroll","2","0","0","0","0","0","0","0","0","2","0","0"
"Maryland","Metropolitan Counties","Charles","0","0","1","0","0","0","0","0","1","0","0","0"
"Maryland","Metropolitan Counties","Frederick","3","2","0","0","0","0","0","3","0","2","0","0"
"Maryland","Metropolitan Counties","Harford","1","0","0","0","0","0","0","0","0","0","1","0"
"Maryland","Metropolitan Counties","Howard County Police Department","4","0","1","1","0","0","0","0","2","2","2","0"
"Maryland","Metropolitan Counties","Montgomery County Police Department","6","4","2","1","0","0","0","3","5","2","3","0"
"Maryland","Metropolitan Counties","Prince George's County Police Department","0","0","1","0","0","0","0","0","1","0","0","0"
"Maryland","Nonmetropolitan Counties","Garrett","1","0","0","0","0","0","0","0","0","0","1","0"
"Maryland","State Police Agencies","State Police: Frederick County","0","2","0","0","0","0","0","0","1","0","1","0"
"Maryland","State Police Agencies","State Police: Queen Anne's County","1","0","0","0","0","0","0","1","0","0","0","0"
"Maryland","Other Agencies","State Fire Marshal","0","2","0","0","0","0","0","0","0","2","0","0"
"Massachusetts","Cities","Acton","3","0","0","0","0","0","0","0","2","0","1","22871"
"Massachusetts","Cities","Amesbury","0","1","0","0","0","0","0","0","1","0","0","16655"
"Massachusetts","Cities","Amherst","1","0","0","0","0","0","0","1","0","0","0","39127"
"Massachusetts","Cities","Attleboro","1","0","0","1","0","0","0","0","1","0","1","44034"
"Massachusetts","Cities","Bedford","1","2","0","0","0","0","0","1","0","0","2","13947"
"Massachusetts","Cities","Belmont","0","0","0","1","0","0","0","0","1","0","0","25421"
"Massachusetts","Cities","Beverly","0","1","0","0","0","0","0","0","0","1","0","40592"
"Massachusetts","Cities","Billerica","0","1","0","0","0","0","0","0","0","0","1","41926"
"Massachusetts","Cities","Bolton","0","0","1","0","0","0","0","0","0","1","0","5060"
"Massachusetts","Cities","Boston","73","21","53","15","0","0","3","39","56","40","30","643799"
"Massachusetts","Cities","Braintree","3","0","0","0","0","0","0","0","2","1","0","36496"
"Massachusetts","Cities","Brookline","0","1","0","0","0","0","0","1","0","0","0","59382"
"Massachusetts","Cities","Cambridge","4","3","3","3","0","0","0","6","2","3","2","107282"
"Massachusetts","Cities","Chelsea","1","0","0","0","0","0","0","0","0","0","1","37454"
"Massachusetts","Cities","Danvers","0","1","0","0","0","0","0","1","0","0","0","27263"
"Massachusetts","Cities","Douglas","0","0","1","0","0","0","0","0","1","0","0","8628"
"Massachusetts","Cities","Dover","0","0","1","0","0","0","0","0","0","1","0","5778"
"Massachusetts","Cities","Dracut","4","1","0","0","0","0","0","0","1","2","2","30533"
"Massachusetts","Cities","East Longmeadow","2","0","3","0","0","0","0","0","3","0","2","15946"
"Massachusetts","Cities","Edgartown","1","0","0","0","0","0","0","1","0","0","0","4252"
"Massachusetts","Cities","Fall River","1","0","0","0","0","0","0","1","0","0","0","89220"
"Massachusetts","Cities","Framingham","2","0","0","0","0","0","0","0","0","2","0","70753"
"Massachusetts","Cities","Greenfield","0","0","1","0","0","0","0","0","1","0","0","17598"
"Massachusetts","Cities","Haverhill","2","1","3","2","0","0","0","4","2","1","1","62249"
"Massachusetts","Cities","Kingston","0","1","0","0","0","0","0","0","0","1","0","12791"
"Massachusetts","Cities","Lakeville","0","1","0","0","0","0","0","0","1","0","0","10939"
"Massachusetts","Cities","Lincoln","0","0","1","0","0","0","0","0","0","0","1","6563"
"Massachusetts","Cities","Lowell","0","0","1","1","0","0","0","0","0","1","1","109449"
"Massachusetts","Cities","Lunenburg","1","0","0","0","0","0","0","0","0","0","1","11149"
"Massachusetts","Cities","Lynn","3","2","5","4","2","0","0","1","5","6","4","91769"
"Massachusetts","Cities","Malden","1","2","0","0","0","0","0","0","2","1","0","60816"
"Massachusetts","Cities","Marblehead","1","0","0","0","0","0","0","0","1","0","0","20209"
"Massachusetts","Cities","Marlborough","0","0","0","1","0","0","0","0","0","1","0","39531"
"Massachusetts","Cities","Medford","5","3","0","1","1","0","0","2","4","4","0","57428"
"Massachusetts","Cities","Middleboro","1","0","0","0","0","0","0","0","1","0","0","23547"
"Massachusetts","Cities","Milton","1","2","0","0","0","0","0","0","0","0","3","27269"
"Massachusetts","Cities","Monson","0","0","1","0","0","0","0","0","0","0","1","8716"
"Massachusetts","Cities","Needham","2","0","0","0","0","0","0","0","0","1","1","29544"
"Massachusetts","Cities","New Bedford","0","0","0","1","0","0","0","0","0","1","0","95156"
"Massachusetts","Cities","Newburyport","0","0","1","0","0","0","0","0","0","1","0","17773"
"Massachusetts","Cities","Norton","2","0","0","0","0","0","0","0","0","1","1","19414"
"Massachusetts","Cities","Peabody","0","0","0","2","0","0","0","0","0","2","0","52178"
"Massachusetts","Cities","Pittsfield","0","0","1","0","0","0","0","0","1","0","0","43992"
"Massachusetts","Cities","Plainville","1","0","0","0","0","0","0","1","0","0","0","8512"
"Massachusetts","Cities","Plymouth","9","1","0","0","0","0","0","0","0","6","4","57893"
"Massachusetts","Cities","Provincetown","0","1","0","0","0","0","0","1","0","0","0","2983"
"Massachusetts","Cities","Quincy","6","3","0","4","0","0","0","4","2","4","3","93490"
"Massachusetts","Cities","Randolph","0","0","2","0","0","0","0","0","2","0","0","33583"
"Massachusetts","Cities","Reading","1","0","0","0","0","0","0","0","0","1","0","25398"
"Massachusetts","Cities","Revere","0","2","0","1","0","0","0","0","0","1","2","53777"
"Massachusetts","Cities","Salem","1","0","0","0","0","0","0","0","0","0","1","42468"
"Massachusetts","Cities","Saugus","0","0","1","0","0","0","0","0","0","1","0","27628"
"Massachusetts","Cities","Sharon","0","1","0","0","0","0","0","0","1","0","0","17935"
"Massachusetts","Cities","Shrewsbury","0","0","1","0","0","0","0","0","1","0","0","36315"
"Massachusetts","Cities","Somerville","0","0","1","1","0","0","0","0","0","0","2","77768"
"Massachusetts","Cities","South Hadley","1","0","1","0","0","0","0","0","0","1","1","17794"
"Massachusetts","Cities","Spencer","0","1","0","0","0","0","0","0","0","1","0","11801"
"Massachusetts","Cities","Springfield","1","0","2","1","0","0","0","3","0","0","1","153586"
"Massachusetts","Cities","Stoughton","0","1","0","0","0","0","0","0","1","0","0","28186"
"Massachusetts","Cities","Swampscott","1","0","0","0","0","0","0","1","0","0","0","13995"
"Massachusetts","Cities","Taunton","2","0","0","0","0","0","0","1","0","1","0","56264"
"Massachusetts","Cities","Waltham","0","1","1","0","0","0","0","0","0","1","1","62446"
"Massachusetts","Cities","Watertown","0","0","0","1","0","0","0","0","1","0","0","33254"
"Massachusetts","Cities","Westborough","1","0","0","0","0","0","0","0","0","1","0","18563"
"Massachusetts","Cities","West Boylston","1","0","0","0","0","0","0","0","0","0","1","7821"
"Massachusetts","Cities","West Springfield","0","1","0","0","0","0","0","0","0","1","0","28647"
"Massachusetts","Cities","Williamstown","0","1","0","0","0","0","0","0","0","0","1","7682"
"Massachusetts","Cities","Worcester","1","0","1","0","0","0","0","0","1","1","0","183454"
"Massachusetts","Universities and Colleges","Boston College","0","0","1","0","0","0","0","1","0","0","0","14605"
"Massachusetts","Universities and Colleges","Boston University","0","0","0","1","0","0","0","0","0","1","0","32603"
"Massachusetts","Universities and Colleges","Bridgewater State University","1","0","0","0","0","0","0","0","0","0","1","11417"
"Massachusetts","Universities and Colleges","Dean College","0","1","0","0","0","0","0","0","0","0","1","1322"
"Massachusetts","Universities and Colleges","Emerson College","1","0","0","0","0","0","0","0","0","0","1","4531"
"Massachusetts","Universities and Colleges","Massachusetts College of Liberal Arts","0","0","1","0","0","0","0","1","0","0","0","1799"
"Massachusetts","Universities and Colleges","Northeastern University","0","1","1","0","0","1","0","0","0","0","3","27694"
"Massachusetts","Universities and Colleges","""Tufts University, Medford""","0","1","1","0","0","0","0","0","0","1","1","10837"
"Massachusetts","Universities and Colleges","University of Massachusetts: Amherst","2","3","1","1","0","0","0","3","0","2","2","28236"
"Massachusetts","Universities and Colleges","""University of Massachusetts: Harbor Campus, Boston""","0","1","0","0","0","0","0","0","0","0","1","15874"
"Michigan","Cities","Adrian","0","0","1","0","0","0","0","0","1","0","0","20759"
"Michigan","Cities","Albion","1","0","0","0","0","0","0","0","1","0","0","8524"
"Michigan","Cities","Alpena","1","1","0","0","0","0","0","2","0","0","0","10299"
"Michigan","Cities","Ann Arbor","1","1","1","0","0","0","0","0","3","0","0","116799"
"Michigan","Cities","Bangor","0","0","0","0","0","1","0","0","0","0","1","1857"
"Michigan","Cities","Bath Township","1","0","0","0","0","0","0","0","0","1","0","11761"
"Michigan","Cities","Battle Creek","0","1","0","0","0","0","0","0","0","1","0","61032"
"Michigan","Cities","Benton Harbor","3","0","0","0","0","0","0","1","0","2","0","10039"
"Michigan","Cities","Benton Township","2","0","0","0","0","0","0","0","0","1","1","14578"
"Michigan","Cities","Birmingham","1","1","0","0","0","0","0","1","0","1","0","20544"
"Michigan","Cities","Blackman Township","3","0","0","0","0","0","0","0","1","0","2","38115"
"Michigan","Cities","Bloomfield Township","1","1","0","0","0","0","0","0","1","1","0","41791"
"Michigan","Cities","Brownstown Township","1","0","0","0","0","0","0","0","1","0","0","30388"
"Michigan","Cities","Buchanan","1","0","0","0","0","0","0","0","1","0","0","4419"
"Michigan","Cities","Buena Vista Township","0","0","1","0","0","0","0","0","0","1","0","8500"
"Michigan","Cities","Burton","2","0","0","0","0","0","0","0","1","0","1","29263"
"Michigan","Cities","Canton Township","1","1","0","0","0","0","0","0","1","1","0","88958"
"Michigan","Cities","Charlotte","1","0","0","0","0","0","0","0","1","0","0","9046"
"Michigan","Cities","Chesterfield Township","0","0","0","1","0","0","0","0","0","1","0","43784"
"Michigan","Cities","Chocolay Township","0","0","1","0","0","0","0","0","0","1","0","6029"
"Michigan","Cities","Clare","1","0","0","0","0","0","0","0","0","1","0","3095"
"Michigan","Cities","Clinton Township","4","0","0","0","0","0","0","1","2","0","1","98071"
"Michigan","Cities","Coldwater","1","0","2","0","0","0","0","0","2","0","1","10876"
"Michigan","Cities","Dearborn","7","2","2","3","0","0","0","7","4","2","1","96012"
"Michigan","Cities","Detroit","2","0","1","0","0","0","0","0","0","1","2","699889"
"Michigan","Cities","East Grand Rapids","1","0","0","0","0","0","0","0","1","0","0","11100"
"Michigan","Cities","Eastpointe","1","0","0","1","0","0","0","0","0","2","0","32402"
"Michigan","Cities","Elk Rapids","1","0","0","0","0","0","0","0","1","0","0","1629"
"Michigan","Cities","Escanaba","1","0","0","0","0","0","0","0","0","0","1","12531"
"Michigan","Cities","Essexville","0","1","0","0","0","0","0","1","0","0","0","3436"
"Michigan","Cities","Farmington","1","0","0","0","0","0","0","1","0","0","0","10514"
"Michigan","Cities","Ferndale","0","0","1","0","0","0","0","0","0","1","0","20104"
"Michigan","Cities","Flint Township","2","0","0","0","0","0","0","0","1","1","0","31182"
"Michigan","Cities","Flushing","0","0","1","0","0","0","0","0","0","1","0","8204"
"Michigan","Cities","Forsyth Township","1","0","0","0","0","0","0","0","1","0","0","6278"
"Michigan","Cities","Franklin","2","0","0","0","0","0","0","0","1","1","0","3194"
"Michigan","Cities","Fraser","2","0","0","0","0","0","0","0","1","1","0","14529"
"Michigan","Cities","Fruitport","1","0","0","0","0","0","0","0","0","0","1","1090"
"Michigan","Cities","Garden City","1","0","0","0","0","0","0","1","0","0","0","27110"
"Michigan","Cities","Gerrish Township","1","0","0","0","0","0","0","0","1","0","0","2942"
"Michigan","Cities","Grand Blanc Township","2","0","0","0","0","0","0","1","0","0","1","36793"
"Michigan","Cities","Grand Rapids","2","0","1","0","0","0","0","1","2","0","0","191213"
"Michigan","Cities","Grandville","1","0","1","1","1","0","0","2","0","2","0","15669"
"Michigan","Cities","Grayling","1","0","0","0","0","0","0","0","0","0","1","1872"
"Michigan","Cities","Grosse Pointe Park","1","0","0","0","0","0","0","0","0","1","0","11287"
"Michigan","Cities","Grosse Pointe Woods","0","0","0","1","0","0","0","0","1","0","0","15760"
"Michigan","Cities","Hamtramck","1","0","1","0","0","0","0","0","0","1","1","22017"
"Michigan","Cities","Harper Woods","1","0","0","0","0","0","0","0","1","0","0","13922"
"Michigan","Cities","Hartford","3","0","0","0","0","0","0","1","0","0","2","2633"
"Michigan","Cities","Hazel Park","1","0","0","0","0","0","0","0","0","1","0","16642"
"Michigan","Cities","Highland Park","0","1","0","0","0","0","0","0","0","0","1","11591"
"Michigan","Cities","Holland","1","0","0","1","0","0","0","2","0","0","0","33354"
"Michigan","Cities","Huntington Woods","0","2","0","0","0","0","0","2","0","0","0","6305"
"Michigan","Cities","Inkster","3","0","0","0","0","0","0","2","0","0","1","24850"
"Michigan","Cities","Jackson","1","0","0","0","0","0","0","0","0","1","0","33378"
"Michigan","Cities","Jonesville","1","0","0","0","0","0","0","0","0","0","1","2231"
"Michigan","Cities","Kalamazoo","4","0","0","0","0","0","0","0","3","1","0","75352"
"Michigan","Cities","Kentwood","2","0","0","0","0","0","0","0","0","1","1","50016"
"Michigan","Cities","Lake Orion","1","0","0","0","0","0","0","0","0","0","1","3052"
"Michigan","Cities","Lansing","2","1","1","1","0","0","0","0","2","2","1","113907"
"Michigan","Cities","Lincoln Township","1","0","0","0","0","0","0","0","0","1","0","14618"
"Michigan","Cities","Livonia","0","0","1","0","0","0","0","0","0","0","1","95220"
"Michigan","Cities","Mackinac Island","0","1","0","0","0","0","0","0","0","1","0","494"
"Michigan","Cities","Madison Heights","4","1","0","0","0","0","0","1","2","1","1","30080"
"Michigan","Cities","Madison Township","0","1","0","0","0","0","0","1","0","0","0","8567"
"Michigan","Cities","Marshall","1","0","0","0","0","0","0","0","0","0","1","7050"
"Michigan","Cities","Meridian Township","4","0","0","0","0","0","0","0","1","2","1","40609"
"Michigan","Cities","Midland","0","0","2","0","0","0","0","1","1","0","0","42072"
"Michigan","Cities","Milan","1","0","0","0","0","0","0","0","0","1","0","5875"
"Michigan","Cities","Milford","0","1","0","0","0","0","0","1","0","0","0","16170"
"Michigan","Cities","Monroe","2","0","0","0","0","0","0","0","1","1","0","20474"
"Michigan","Cities","Mount Morris Township","2","0","0","0","0","0","0","1","0","0","1","20990"
"Michigan","Cities","Mount Pleasant","3","0","1","0","1","0","0","1","2","2","0","26238"
"Michigan","Cities","Muskegon","3","0","0","0","0","0","0","2","0","0","1","36658"
"Michigan","Cities","Muskegon Heights","6","0","0","0","0","0","0","0","3","3","0","10768"
"Michigan","Cities","Newaygo","1","0","0","0","0","0","0","0","0","1","0","1961"
"Michigan","Cities","Northfield Township","1","0","0","0","0","0","0","0","0","0","1","8387"
"Michigan","Cities","Northville Township","1","0","0","0","0","0","0","1","0","0","0","28734"
"Michigan","Cities","Norton Shores","1","0","1","0","0","0","0","0","0","2","0","23834"
"Michigan","Cities","Novi","1","0","0","0","0","0","0","0","0","1","0","57469"
"Michigan","Cities","Ontwa Township-Edwardsburg","1","0","0","0","0","0","0","0","0","1","0","6585"
"Michigan","Cities","Owosso","1","0","0","0","0","0","0","1","0","0","0","14745"
"Michigan","Cities","Pittsfield Township","1","0","2","0","0","0","0","1","2","0","0","36091"
"Michigan","Cities","Portage","1","0","0","0","0","0","0","1","0","0","0","47387"
"Michigan","Cities","Port Huron","0","0","2","0","0","0","0","1","0","1","0","29542"
"Michigan","Cities","Romeo","2","0","0","0","0","0","0","0","0","2","0","3597"
"Michigan","Cities","Roseville","5","0","1","0","0","0","0","1","3","2","0","47327"
"Michigan","Cities","Royal Oak","1","0","0","0","0","0","0","0","0","1","0","58804"
"Michigan","Cities","Saginaw","4","0","2","0","0","0","0","1","1","2","2","50580"
"Michigan","Cities","Saginaw Township","0","1","0","0","0","0","0","0","0","0","1","40636"
"Michigan","Cities","Saline","1","0","0","0","0","0","0","0","0","0","1","9028"
"Michigan","Cities","Sault Ste. Marie","1","1","0","0","0","0","0","0","0","1","1","14203"
"Michigan","Cities","Shelby Township","2","0","0","0","0","0","0","0","0","1","1","75347"
"Michigan","Cities","Southfield","2","1","0","0","0","0","0","0","2","0","1","72755"
"Michigan","Cities","Sparta","0","2","0","0","0","0","0","0","1","1","0","4224"
"Michigan","Cities","St. Joseph","1","0","0","0","0","0","0","1","0","0","0","8293"
"Michigan","Cities","Sumpter Township","1","0","1","0","0","0","0","0","0","0","2","9310"
"Michigan","Cities","Taylor","1","0","2","0","0","0","0","1","2","0","0","61836"
"Michigan","Cities","Three Rivers","1","0","0","0","0","0","0","0","0","0","1","7712"
"Michigan","Cities","Traverse City","0","0","1","0","0","0","0","0","1","0","0","14989"
"Michigan","Cities","Trenton","1","0","0","0","0","0","0","0","1","0","0","18483"
